Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
80,9,14,-0.9767654936687057,-1.0409929811623344,-0.9305603701023903,-0.8363339942197883,-0.23787053584536016,-0.24791445693329228,-0.8033939771663083,-1.3996371170647683,0
329,9,14,-0.2510884334080163,-0.3768826263538277,-0.5259435317109836,-0.35255438801889843,0.22734503358695438,0.3071179093352723,-0.28499166894478345,-1.3996371170647683,0
745,9,14,0.7498454428136243,0.5085978467241813,0.09654391196810366,0.3385593351252298,0.8476324594967071,1.047161064360025,0.4062114086839164,-1.3996371170647683,0
746,9,14,1.5839570063316581,0.5085978467241813,0.6567826112792823,1.7207867814134863,1.529948627997435,1.787204219384778,0.4062114086839164,-1.3996371170647683,0
102,6,12,-1.0518355343853287,-1.306637123085737,-0.8371872535505273,-1.0436681111630266,-0.3929423923227983,-0.8029468232018568,-0.11219089953760847,-1.3996371170647683,0
103,6,12,-0.2510884334080163,-0.46543067366162855,-0.4636947873430749,-0.5253328188049305,0.22734503358695438,-0.24791445693329228,0.4062114086839164,-1.3996371170647683,0
99,6,7,0.8249154835302474,0.4200497994163804,0.1587926563360124,0.16578090433919773,1.1267618011560958,0.4921286980914605,1.0974144863126163,-1.3996371170647683,0
100,6,2,1.659027047048281,0.4200497994163804,1.5905137767979132,1.3061185475270094,1.7780635983613362,0.4921286980914605,1.0974144863126163,-1.3996371170647683,0
101,6,7,1.659027047048281,0.4200497994163804,0.7812801000150997,0.16578090433919773,2.6774803659304776,1.6021934306285897,1.0974144863126163,-1.3996371170647683,0
665,17,12,-1.010129956209427,-1.0852670048162347,-0.9616847422863447,-0.2834430157044856,-0.7030861052776747,-0.28491661468452995,-0.8725142849291784,-1.3996371170647683,0
764,17,12,-0.2510884334080163,-0.4211566500077281,-0.49481915952702926,0.23489227665361057,-0.23787053584536016,0.3071179093352723,-0.35411197670765343,-1.3996371170647683,0
64,17,12,0.791551020989526,0.4643238230702808,0.12766828415205803,0.9260059997977388,0.38241689006439256,1.2321718531162134,0.33709110092104644,-1.3996371170647683,0
65,17,12,1.6256625845075598,0.4643238230702808,0.7501557278311454,1.617119722941867,1.9331354548387742,1.6021934306285897,0.33709110092104644,-1.3996371170647683,0
95,0,12,-2.0027227167958874,-1.0409929811623344,-1.5219234415975234,-1.320113600420678,-1.6335172441423038,-1.913011555738986,-0.8033939771663083,-1.3996371170647683,0
446,0,12,-1.919311560444084,-0.8196228628928321,-1.833167163437067,-0.6289998772765497,-1.4784453876648656,-1.728000766982798,-1.3217962853878333,-1.3996371170647683,0
84,0,7,-0.3344995897598197,-0.3768826263538277,-1.0550578588382078,-0.8017783080625818,0.5374887465418308,0.3071179093352723,0.060609869869566506,-1.3996371170647683,0
767,0,14,-2.0027227167958874,-1.2623630994318367,-1.3663015806777514,-1.49289203120671,-1.6335172441423038,-1.913011555738986,-0.6305932077591334,-1.3996371170647683,0
340,0,14,-1.919311560444084,-1.0409929811623344,-1.677545302517295,-0.8017783080625818,-1.4784453876648656,-1.728000766982798,-1.1489955159806582,-1.3996371170647683,0
53,0,14,-0.3344995897598197,-0.15551250808432543,0.3455388894397386,-1.1473351696346459,-0.8581579617551128,0.3071179093352723,0.23341063927674147,-1.3996371170647683,0
54,0,14,0.49961197375821415,-0.15551250808432543,2.2130012204770004,-1.1473351696346459,-1.7885891006197419,0.3071179093352723,2.652621410977191,-1.3996371170647683,0
515,12,7,-1.5356202412257884,-1.2623630994318367,-1.0550578588382078,-1.1473351696346459,-1.1683016747099892,-1.3579791894704214,-0.4232322844705234,-1.3996371170647683,0
514,12,7,-0.7181909089781152,-0.24406055539212634,-0.5881922760788924,-0.6289998772765497,-0.7030861052776747,-0.8029468232018568,0.0951700237510015,-1.3996371170647683,0
512,12,7,0.36615412359532873,0.6414199176858826,0.03429516760019493,0.06211384586757851,-0.08279867936792198,-0.06290366817710409,1.1319746401940514,-1.3996371170647683,0
513,12,7,1.2002656871133626,0.6414199176858826,0.03429516760019493,0.23489227665361057,1.9331354548387742,0.3071179093352723,1.8231777178227513,-1.3996371170647683,0
556,12,12,-1.5189380099554277,-1.705103335970841,-0.7126897648147098,-1.320113600420678,-1.4784453876648656,-1.3579791894704214,0.1297301776324365,-1.3996371170647683,0
555,12,12,-0.1843595083265736,-0.5982527446233299,0.0654195397841493,-0.45622144649051766,-0.7030861052776747,-0.06290366817710409,0.9937340246683113,-1.3996371170647683,0
657,12,7,-1.4438679692388048,-1.2623630994318367,-0.5881922760788924,-1.49289203120671,-1.2923591598919397,-1.505987820475372,0.060609869869566506,-1.3996371170647683,0
211,12,7,0.057532845093656214,-0.15551250808432543,0.3455388894397386,-0.2834430157044856,-0.3619280210273107,-0.3959230879382428,1.0974144863126163,-1.3996371170647683,0
